Cluster	Name	GO terms	GO source	Description (Direct description or transfer from target)
1	Zm00001d021426	GO:0032300 mismatch repair complex		
1	Zm00001d021426	GO:0008270 zinc ion binding		
1	Zm00001d021426	GO:0003723 RNA binding		
1	Zm00001d021426	GO:0007131 reciprocal meiotic recombination		
1	Zm00001d021426	GO:0000166 nucleotide binding		
1	Zm00001d021426	GO:0006413 translational initiation		
1	Zm00001d021426	GO:0005634 nucleus		
1	Zm00001d021426	GO:0006351 transcription, DNA-templated		
1	Zm00001d042454	GO:0009941 chloroplast envelope	 --- 	 --- 
1	Zm00001d042454	GO:0005840 ribosome		
1	Zm00001d042454	GO:0009790 embryo development		
1	Zm00001d042454	GO:0009570 chloroplast stroma		
1	Zm00001d042454	GO:0003735 structural constituent of ribosome		
1	Zm00001d042454	GO:0006355 regulation of transcription, DNA-templated		
1	Zm00001d042454	GO:0043412 macromolecule modification		
1	Zm00001d042454	GO:0004871 signal transducer activity		
1	Zm00001d042454	GO:0006366 transcription from RNA polymerase II promoter		
1	Zm00001d042454	GO:0032544 plastid translation		
1	Zm00001d010790	GO:0031048 chromatin silencing by small RNA	 --- 	 --- 
1	Zm00001d010790	GO:0006306 DNA methylation		
1	Zm00001d010790	GO:0010267 production of ta-siRNAs involved in RNA interference		
1	Zm00001d010790	GO:0000911 cytokinesis by cell plate formation		
1	Zm00001d010790	GO:0009616 virus induced gene silencing		
1	Zm00001d010790	GO:0048449 floral organ formation		
1	Zm00001d010790	GO:0007018 microtubule-based movement		
1	Zm00001d010790	GO:0006346 methylation-dependent chromatin silencing		
1	Zm00001d010790	GO:0009909 regulation of flower development		
1	Zm00001d010790	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
1	Zm00001d010790	GO:0007267 cell-cell signaling		
1	Zm00001d010790	GO:0000226 microtubule cytoskeleton organization		
1	Zm00001d010790	GO:0003777 microtubule motor activity		
1	Zm00001d010790	GO:0016887 ATPase activity		
1	Zm00001d010790	GO:0016572 histone phosphorylation		
1	Zm00001d010790	GO:0051567 histone H3-K9 methylation		
1	Zm00001d010790	GO:0005871 kinesin complex		
1	Zm00001d010790	GO:0005886 plasma membrane		
1	Zm00001d010790	GO:0005874 microtubule		
1	Zm00001d010790	GO:0008017 microtubule binding		
1	Zm00001d010790	GO:0005524 ATP binding		
1	Zm00001d005238	GO:0030422 production of siRNA involved in RNA interference	 --- 	 --- 
1	Zm00001d005238	GO:0019915 lipid storage		
1	Zm00001d005238	GO:0009793 embryo development ending in seed dormancy		
1	Zm00001d005238	GO:0031597 cytosolic proteasome complex		
1	Zm00001d005238	GO:0050826 response to freezing		
1	Zm00001d005238	GO:0009651 response to salt stress		
1	Zm00001d005238	GO:0008180 COP9 signalosome		
1	Zm00001d005238	GO:0006446 regulation of translational initiation		
1	Zm00001d005238	GO:0044710 single-organism metabolic process		
1	Zm00001d005238	GO:0003729 mRNA binding		
1	Zm00001d005238	GO:0005852 eukaryotic translation initiation factor 3 complex		
1	Zm00001d005238	GO:0010162 seed dormancy process		
1	Zm00001d005238	GO:0009853 photorespiration		
1	Zm00001d005238	GO:0016282 eukaryotic 43S preinitiation complex		
1	Zm00001d005238	GO:0048513 animal organ development		
1	Zm00001d005238	GO:0009845 seed germination		
1	Zm00001d005238	GO:0005886 plasma membrane		
1	Zm00001d005238	GO:0010182 sugar mediated signaling pathway		
1	Zm00001d005238	GO:0030371 translation repressor activity		
1	Zm00001d005238	GO:0048646 anatomical structure formation involved in morphogenesis		
1	Zm00001d005238	GO:0043687 post-translational protein modification		
1	Zm00001d005238	GO:0006606 protein import into nucleus		
1	Zm00001d005238	GO:0045893 positive regulation of transcription, DNA-templated		
1	Zm00001d005238	GO:0010228 vegetative to reproductive phase transition of meristem		
1	Zm00001d005238	GO:0080129 proteasome core complex assembly		
1	Zm00001d005238	GO:0001731 formation of translation preinitiation complex		
1	Zm00001d005238	GO:0044743 intracellular protein transmembrane import		
1	Zm00001d005238	GO:0009640 photomorphogenesis		
1	Zm00001d005238	GO:0033290 eukaryotic 48S preinitiation complex		
1	Zm00001d005238	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
1	Zm00001d005238	GO:0000398 mRNA splicing, via spliceosome		
1	Zm00001d005238	GO:0009909 regulation of flower development		
1	Zm00001d005238	GO:0016567 protein ubiquitination		
1	Zm00001d005238	GO:0009933 meristem structural organization		
1	Zm00001d005238	GO:0006511 ubiquitin-dependent protein catabolic process		
1	Zm00001d005238	GO:0006406 mRNA export from nucleus		
1	Zm00001d005238	GO:0006352 DNA-templated transcription, initiation		
1	Zm00001d005238	GO:0051788 response to misfolded protein		
1	Zm00001d005238	GO:0003743 translation initiation factor activity		
1	Zm00001d020486	GO:0090503 RNA phosphodiester bond hydrolysis, exonucleolytic	 --- 	 --- 
1	Zm00001d020486	GO:0007030 Golgi organization		
1	Zm00001d020486	GO:0044702 single organism reproductive process		
1	Zm00001d020486	GO:0015992 proton transport		
1	Zm00001d020486	GO:0000902 cell morphogenesis		
1	Zm00001d020486	GO:0046907 intracellular transport		
1	Zm00001d020486	GO:0007033 vacuole organization		
1	Zm00001d020486	GO:0005634 nucleus		
1	Zm00001d020486	GO:0004535 poly(A)-specific ribonuclease activity		
1	Zm00001d020486	GO:0000932 cytoplasmic mRNA processing body		
1	Zm00001d020486	GO:0010228 vegetative to reproductive phase transition of meristem		
1	Zm00001d020486	GO:0005739 mitochondrion		
1	Zm00001d020486	GO:0006355 regulation of transcription, DNA-templated		
1	Zm00001d020486	GO:0030015 CCR4-NOT core complex		
1	Zm00001d020486	GO:0006499 N-terminal protein myristoylation		
1	Zm00001d020486	GO:0003676 nucleic acid binding		
1	Zm00001d020486	GO:0017148 negative regulation of translation		
1	Zm00001d020486	GO:0048193 Golgi vesicle transport		
1	Zm00001d020486	GO:0016049 cell growth		
1	Zm00001d020486	GO:0043928 exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay		
1	Zm00001d020486	GO:0000289 nuclear-transcribed mRNA poly(A) tail shortening		
1	Zm00001d014321	GO:0048573 photoperiodism, flowering	 --- 	 --- 
1	Zm00001d014321	GO:0006487 protein N-linked glycosylation		
1	Zm00001d014321	GO:0016021 integral component of membrane		
1	Zm00001d014321	GO:0000932 cytoplasmic mRNA processing body		
1	Zm00001d014321	GO:0050265 RNA uridylyltransferase activity		
1	Zm00001d014321	GO:0000956 nuclear-transcribed mRNA catabolic process		
1	Zm00001d014321	GO:0060964 regulation of gene silencing by miRNA		
1	Zm00001d014321	GO:0071076 RNA 3' uridylation		
1	Zm00001d014321	GO:0003729 mRNA binding		
1	Zm00001d014321	GO:0005634 nucleus		
1	Zm00001d014321	GO:1903705 positive regulation of production of siRNA involved in RNA interference		
1	Zm00001d003147	GO:0016070 RNA metabolic process	 --- 	 --- 
1	Zm00001d003147	GO:0044710 single-organism metabolic process		
1	Zm00001d003147	GO:0032268 regulation of cellular protein metabolic process		
1	Zm00001d003147	GO:0006413 translational initiation		
1	Zm00001d003147	GO:0009615 response to virus		
1	Zm00001d003147	GO:0005829 cytosol		
1	Zm00001d003147	GO:0019048 modulation by virus of host morphology or physiology		
1	Zm00001d003147	GO:0044703 multi-organism reproductive process		
1	Zm00001d003147	GO:0031326 regulation of cellular biosynthetic process		
1	Zm00001d003147	GO:0046740 transport of virus in host, cell to cell		
1	Zm00001d003147	GO:0003729 mRNA binding		
1	Zm00001d003147	GO:0003677 DNA binding		
1	Zm00001d003147	GO:0005634 nucleus		
1	Zm00001d003147	GO:0090407 organophosphate biosynthetic process		
1	Zm00001d003147	GO:0016021 integral component of membrane		
1	Zm00001d003147	GO:0003743 translation initiation factor activity		
1	Zm00001d037873	GO:0009207 purine ribonucleoside triphosphate catabolic process	 --- 	 --- 
1	Zm00001d037873	GO:0006414 translational elongation		
1	Zm00001d037873	GO:0046039 GTP metabolic process		
1	Zm00001d037873	GO:0005730 nucleolus		
1	Zm00001d037873	GO:0005773 vacuole		
1	Zm00001d037873	GO:0009154 purine ribonucleotide catabolic process		
1	Zm00001d037873	GO:0003924 GTPase activity		
1	Zm00001d037873	GO:0005739 mitochondrion		
1	Zm00001d037873	GO:1901069 guanosine-containing compound catabolic process		
1	Zm00001d037873	GO:0005886 plasma membrane		
1	Zm00001d037873	GO:0046686 response to cadmium ion		
1	Zm00001d037873	GO:0003746 translation elongation factor activity		
1	Zm00001d037873	GO:0009507 chloroplast		
1	Zm00001d037873	GO:0005525 GTP binding		
1	Zm00001d002650	GO:0048830 adventitious root development	 --- 	 --- 
1	Zm00001d002650	GO:0019048 modulation by virus of host morphology or physiology		
1	Zm00001d002650	GO:0010589 leaf proximal/distal pattern formation		
1	Zm00001d002650	GO:0019898 extrinsic component of membrane		
1	Zm00001d002650	GO:0090305 nucleic acid phosphodiester bond hydrolysis		
1	Zm00001d002650	GO:0031361 integral component of thylakoid membrane		
1	Zm00001d002650	GO:0015979 photosynthesis		
1	Zm00001d002650	GO:0051301 cell division		
1	Zm00001d002650	GO:0007062 sister chromatid cohesion		
1	Zm00001d002650	GO:0009733 response to auxin		
1	Zm00001d002650	GO:0006306 DNA methylation		
1	Zm00001d002650	GO:0003729 mRNA binding		
1	Zm00001d002650	GO:0048864 stem cell development		
1	Zm00001d002650	GO:0045010 actin nucleation		
1	Zm00001d002650	GO:0005634 nucleus		
1	Zm00001d002650	GO:0009965 leaf morphogenesis		
1	Zm00001d002650	GO:0004521 endoribonuclease activity		
1	Zm00001d002650	GO:0006346 methylation-dependent chromatin silencing		
1	Zm00001d002650	GO:0010218 response to far red light		
1	Zm00001d002650	GO:0030529 intracellular ribonucleoprotein complex		
1	Zm00001d002650	GO:0071555 cell wall organization		
1	Zm00001d002650	GO:0009926 auxin polar transport		
1	Zm00001d002650	GO:0010586 miRNA metabolic process		
1	Zm00001d002650	GO:0048646 anatomical structure formation involved in morphogenesis		
1	Zm00001d002650	GO:0009880 embryonic pattern specification		
1	Zm00001d002650	GO:0048765 root hair cell differentiation		
1	Zm00001d002650	GO:0019827 stem cell population maintenance		
1	Zm00001d002650	GO:0044703 multi-organism reproductive process		
1	Zm00001d002650	GO:0060145 viral gene silencing in virus induced gene silencing		
1	Zm00001d002650	GO:0045596 negative regulation of cell differentiation		
1	Zm00001d002650	GO:0007155 cell adhesion		
1	Zm00001d002650	GO:0005887 integral component of plasma membrane		
1	Zm00001d002650	GO:0010228 vegetative to reproductive phase transition of meristem		
1	Zm00001d002650	GO:0007267 cell-cell signaling		
1	Zm00001d002650	GO:0035198 miRNA binding		
1	Zm00001d002650	GO:0010072 primary shoot apical meristem specification		
1	Zm00001d002650	GO:0010073 meristem maintenance		
1	Zm00001d002650	GO:0009955 adaxial/abaxial pattern specification		
1	Zm00001d002650	GO:0010267 production of ta-siRNAs involved in RNA interference		
1	Zm00001d002650	GO:0009913 epidermal cell differentiation		
1	Zm00001d002650	GO:0010305 leaf vascular tissue pattern formation		
1	Zm00001d002650	GO:0005829 cytosol		
1	Zm00001d002650	GO:0035197 siRNA binding		
1	Zm00001d002650	GO:0010050 vegetative phase change		
1	Zm00001d002650	GO:0015116 sulfate transmembrane transporter activity		
1	Zm00001d002650	GO:0010090 trichome morphogenesis		
1	Zm00001d002650	GO:0009850 auxin metabolic process		
1	Zm00001d002650	GO:0048439 flower morphogenesis		
1	Zm00001d002650	GO:0009855 determination of bilateral symmetry		
1	Zm00001d002650	GO:0010431 seed maturation		
1	Zm00001d002650	GO:0006413 translational initiation		
1	Zm00001d002650	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
1	Zm00001d002650	GO:0003743 translation initiation factor activity		
1	Zm00001d052216	GO:0009941 chloroplast envelope	 --- 	 --- 
1	Zm00001d052216	GO:0044710 single-organism metabolic process		
1	Zm00001d052216	GO:0022625 cytosolic large ribosomal subunit		
1	Zm00001d052216	GO:0009570 chloroplast stroma		
1	Zm00001d052216	GO:0042254 ribosome biogenesis		
1	Zm00001d052216	GO:0006412 translation		
1	Zm00001d052216	GO:0006354 DNA-templated transcription, elongation		
1	Zm00001d052216	GO:0003735 structural constituent of ribosome		
1	Zm00001d052216	GO:0045893 positive regulation of transcription, DNA-templated		
1	Zm00001d052216	GO:0009295 nucleoid		
1	Zm00001d052216	GO:0042793 transcription from plastid promoter		
1	Zm00001d022180	GO:0032502 developmental process	 --- 	 --- 
1	Zm00001d022180	GO:0044710 single-organism metabolic process		
1	Zm00001d022180	GO:0022627 cytosolic small ribosomal subunit		
1	Zm00001d022180	GO:0009735 response to cytokinin		
1	Zm00001d022180	GO:0042274 ribosomal small subunit biogenesis		
1	Zm00001d022180	GO:0005730 nucleolus		
1	Zm00001d022180	GO:0042256 mature ribosome assembly		
1	Zm00001d022180	GO:0003735 structural constituent of ribosome		
1	Zm00001d022180	GO:0065007 biological regulation		
1	Zm00001d022180	GO:0006364 rRNA processing		
1	Zm00001d022180	GO:0009507 chloroplast		
1	Zm00001d022180	GO:0005886 plasma membrane		
1	Zm00001d022180	GO:0040007 growth		
1	Zm00001d022180	GO:0042788 polysomal ribosome		
1	Zm00001d022180	GO:0006412 translation		
1	Zm00001d022180	GO:0009506 plasmodesma		
1	Zm00001d022180	GO:0003729 mRNA binding		
1	Zm00001d036296	GO:0018024 histone-lysine N-methyltransferase activity	 --- 	 --- 
1	Zm00001d036296	GO:0030154 cell differentiation		
1	Zm00001d036296	GO:0010048 vernalization response		
1	Zm00001d036296	GO:0051567 histone H3-K9 methylation		
1	Zm00001d036296	GO:0009294 DNA mediated transformation		
1	Zm00001d036296	GO:0006306 DNA methylation		
1	Zm00001d036296	GO:0044710 single-organism metabolic process		
1	Zm00001d036296	GO:0031519 PcG protein complex		
1	Zm00001d036296	GO:0006342 chromatin silencing		
1	Zm00001d036296	GO:0009616 virus induced gene silencing		
1	Zm00001d036296	GO:0009965 leaf morphogenesis		
1	Zm00001d036296	GO:0009960 endosperm development		
1	Zm00001d036296	GO:0009908 flower development		
1	Zm00001d036296	GO:0048646 anatomical structure formation involved in morphogenesis		
1	Zm00001d036296	GO:0045857 negative regulation of molecular function, epigenetic		
1	Zm00001d036296	GO:0043687 post-translational protein modification		
1	Zm00001d036296	GO:0006349 regulation of gene expression by genetic imprinting		
1	Zm00001d036296	GO:0045893 positive regulation of transcription, DNA-templated		
1	Zm00001d036296	GO:0010228 vegetative to reproductive phase transition of meristem		
1	Zm00001d036296	GO:0007267 cell-cell signaling		
1	Zm00001d036296	GO:0010050 vegetative phase change		
1	Zm00001d036296	GO:0009506 plasmodesma		
1	Zm00001d036296	GO:0010267 production of ta-siRNAs involved in RNA interference		
1	Zm00001d036296	GO:0035196 production of miRNAs involved in gene silencing by miRNA		
1	Zm00001d036296	GO:0003727 single-stranded RNA binding		
1	Zm00001d036296	GO:0000956 nuclear-transcribed mRNA catabolic process		
1	Zm00001d036296	GO:0003682 chromatin binding		
1	Zm00001d042266	GO:0030488 tRNA methylation	 --- 	 --- 
1	Zm00001d042266	GO:0006446 regulation of translational initiation		
1	Zm00001d042266	GO:0000278 mitotic cell cycle		
1	Zm00001d042266	GO:0031515 tRNA (m1A) methyltransferase complex		
1	Zm00001d042266	GO:0006730 one-carbon metabolic process		
1	Zm00001d042266	GO:0006606 protein import into nucleus		
1	Zm00001d042266	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
1	Zm00001d042266	GO:0022402 cell cycle process		
1	Zm00001d042266	GO:0008168 methyltransferase activity		
1	Zm00001d042266	GO:0005634 nucleus		
1	Zm00001d042266	GO:0044743 intracellular protein transmembrane import		
1	Zm00001d042266	GO:0003743 translation initiation factor activity		
1	Zm00001d035679	GO:0006139 nucleobase-containing compound metabolic process	 --- 	 --- 
1	Zm00001d035679	GO:0032501 multicellular organismal process		
1	Zm00001d035679	GO:0005829 cytosol		
1	Zm00001d035679	GO:0016043 cellular component organization		
1	Zm00001d035679	GO:0003730 mRNA 3'-UTR binding		
1	Zm00001d035679	GO:0005886 plasma membrane		
1	Zm00001d035679	GO:0006417 regulation of translation		
1	Zm00001d035679	GO:0009056 catabolic process		
1	Zm00001d008742	GO:0016791 phosphatase activity	 --- 	 --- 
1	Zm00001d008742	GO:0010393 galacturonan metabolic process		
1	Zm00001d008742	GO:1902183 regulation of shoot apical meristem development		
1	Zm00001d008742	GO:0006346 methylation-dependent chromatin silencing		
1	Zm00001d008742	GO:0007155 cell adhesion		
1	Zm00001d008742	GO:0030117 membrane coat		
1	Zm00001d008742	GO:0009414 response to water deprivation		
1	Zm00001d008742	GO:0048481 plant ovule development		
1	Zm00001d008742	GO:0005634 nucleus		
1	Zm00001d008742	GO:0046898 response to cycloheximide		
1	Zm00001d008742	GO:0009733 response to auxin		
1	Zm00001d008742	GO:0006306 DNA methylation		
1	Zm00001d008742	GO:0009616 virus induced gene silencing		
1	Zm00001d008742	GO:0009944 polarity specification of adaxial/abaxial axis		
1	Zm00001d008742	GO:0045010 actin nucleation		
1	Zm00001d008742	GO:0001666 response to hypoxia		
1	Zm00001d008742	GO:0016021 integral component of membrane		
1	Zm00001d008742	GO:0009617 response to bacterium		
1	Zm00001d008742	GO:0009611 response to wounding		
1	Zm00001d008742	GO:0010272 response to silver ion		
1	Zm00001d008742	GO:0080001 mucilage extrusion from seed coat		
1	Zm00001d008742	GO:0071555 cell wall organization		
1	Zm00001d008742	GO:0048359 mucilage metabolic process involved in seed coat development		
1	Zm00001d008742	GO:0071217 cellular response to external biotic stimulus		
1	Zm00001d008742	GO:0009909 regulation of flower development		
1	Zm00001d008742	GO:0048439 flower morphogenesis		
